"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.862469422E2,-1.628164291E0,3.371556997E-1,2.270133734E0
1.862494480E2,-1.697116375E0,3.162292242E-1,2.247695446E0
1.862519537E2,-1.809348583E0,2.853626013E-1,2.130080700E0
1.862544595E2,-1.952413559E0,2.195912600E-1,2.036908388E0
1.862569654E2,-2.043639183E0,2.129015923E-1,1.892530918E0
1.862594711E2,-2.058724403E0,1.633049250E-1,1.857065916E0
1.862619770E2,-2.089776993E0,1.855771542E-1,1.866773605E0
1.862644826E2,-2.167476654E0,1.602729559E-1,1.844156027E0
1.862669884E2,-2.313632965E0,1.414570808E-1,1.746022940E0
1.862694943E2,-2.396776199E0,1.499009132E-1,1.652145147E0
1.862720001E2,-2.487793922E0,1.220868826E-1,1.564055920E0
1.862745059E2,-2.574675083E0,6.939184666E-2,1.480672121E0
1.862770115E2,-2.605617523E0,3.366804123E-2,1.409639359E0
1.862795174E2,-2.654244900E0,1.107609272E-2,1.384590864E0
1.862820232E2,-2.714093208E0,-2.584218979E-3,1.334623814E0
1.862845290E2,-2.798913956E0,-3.294551373E-2,1.241621733E0
1.862870348E2,-2.846687794E0,-4.058754444E-2,1.177819729E0
1.862895406E2,-2.900622845E0,-5.700194836E-2,1.125011444E0
1.862920463E2,-2.924312115E0,-7.077038288E-2,9.984827042E-1
1.862945521E2,-2.986267090E0,-4.690301418E-2,8.465523720E-1
1.862970579E2,-3.021803379E0,-5.856549740E-2,6.892147064E-1
1.862995637E2,-3.054251194E0,-1.197706461E-1,5.998063087E-1
1.863020696E2,-3.156763554E0,-6.842482090E-2,5.555405617E-1
1.863045752E2,-3.249677658E0,-2.199709415E-2,5.468354225E-1
1.863070810E2,-3.307030201E0,1.129496098E-2,5.046977997E-1
1.863095868E2,-3.385870457E0,1.120849848E-1,4.856123924E-1
1.863120926E2,-3.505360126E0,2.442488670E-1,4.823141098E-1
1.863145985E2,-3.654361725E0,3.146451712E-1,5.690507889E-1
1.863171041E2,-3.742904663E0,4.056366682E-1,6.346149445E-1
1.863196100E2,-3.827055931E0,4.498798847E-1,7.781124115E-1
1.863221157E2,-3.819705486E0,4.880446196E-1,9.024639130E-1
1.863246216E2,-3.809809208E0,5.690821409E-1,9.432797432E-1
1.863271272E2,-3.833559990E0,6.411031485E-1,1.032767773E0
1.863296330E2,-3.800954819E0,7.293100357E-1,1.025790215E0
1.863321388E2,-3.757670879E0,7.961841822E-1,1.059167862E0
1.863346447E2,-3.750706673E0,8.062937260E-1,1.154515266E0
1.863371505E2,-3.750517845E0,8.461620808E-1,1.224873543E0
1.863396564E2,-3.703844070E0,9.375740886E-1,1.398091316E0
1.863421620E2,-3.651686192E0,8.965899944E-1,1.587264538E0
1.863446678E2,-3.526244164E0,8.805193901E-1,1.723274708E0
1.863471737E2,-3.375160694E0,8.633918762E-1,1.898239136E0
1.863496795E2,-3.202248573E0,8.475196362E-1,2.113600969E0
1.863521853E2,-3.125202656E0,8.184065819E-1,2.302528381E0
1.863546909E2,-3.029664040E0,8.339754343E-1,2.514557600E0
1.863571968E2,-2.854918480E0,8.149161339E-1,2.756266832E0
1.863597026E2,-2.732678413E0,8.203345537E-1,2.963390589E0
1.863622084E2,-2.574856758E0,8.203275204E-1,3.243003368E0
1.863647140E2,-2.316312313E0,7.516490221E-1,3.461489201E0
1.863672199E2,-2.065729141E0,6.987197399E-1,3.577666759E0
1.863697257E2,-1.851516247E0,6.933621168E-1,3.686928272E0
1.863722316E2,-1.690318584E0,6.298835278E-1,3.738830566E0
1.863747373E2,-1.544368744E0,6.249334812E-1,3.769880772E0
1.863772429E2,-1.301465034E0,5.549492836E-1,3.823102951E0
1.863797488E2,-1.055250168E0,5.700767040E-1,3.824014187E0
1.863822547E2,-8.300957680E-1,6.110018492E-1,3.793141842E0
1.863847605E2,-5.612540245E-1,6.393277645E-1,3.716222286E0
1.863872663E2,-2.823133469E-1,7.039645910E-1,3.655572891E0
1.863897721E2,-1.233539581E-1,7.762882710E-1,3.601502657E0
1.863922777E2,3.934001923E-2,8.305469751E-1,3.504065990E0
1.863947836E2,2.288036346E-1,8.815774918E-1,3.389993668E0
1.863972893E2,3.824586868E-1,9.728156328E-1,3.243892193E0
1.863997952E2,5.530281067E-1,1.070781231E0,3.106174469E0
1.864023010E2,6.561670303E-1,1.163227797E0,2.993601561E0
1.864048069E2,7.544088364E-1,1.230070353E0,2.851902962E0
1.864073125E2,8.757743835E-1,1.247983217E0,2.743040323E0
1.864098183E2,1.020072937E0,1.299500465E0,2.565921307E0
1.864123241E2,1.158343315E0,1.338889360E0,2.395296335E0
1.864148300E2,1.345586777E0,1.431345224E0,2.327440977E0
1.864173356E2,1.532229424E0,1.487188935E0,2.198122501E0
1.864198415E2,1.726498604E0,1.535016298E0,2.086477518E0
1.864223472E2,1.815809250E0,1.610848188E0,2.043144226E0
1.864248531E2,1.921079636E0,1.707870603E0,1.978178978E0
1.864273589E2,2.058975220E0,1.817775369E0,1.905519247E0
1.864298645E2,2.253802299E0,1.906416535E0,1.887760401E0
1.864323704E2,2.450170517E0,1.966647148E0,1.977264404E0
1.864348762E2,2.671552658E0,2.006801128E0,2.027578831E0
1.864373821E2,2.870234489E0,2.066264153E0,2.024630785E0
1.864398878E2,3.059761047E0,2.117460489E0,1.930144548E0
1.864423937E2,3.275712013E0,2.149776936E0,1.839604855E0
1.864448993E2,3.477957726E0,2.172478914E0,1.767911196E0
1.864474051E2,3.694762230E0,2.169462919E0,1.651668310E0
1.864499109E2,3.886706352E0,2.113772392E0,1.528966665E0
1.864524168E2,4.025086403E0,2.032291174E0,1.391632557E0
1.864549224E2,4.066333771E0,1.880690098E0,1.346888065E0
1.864574282E2,4.135884285E0,1.725661039E0,1.358625650E0
1.864599341E2,4.290118217E0,1.557762742E0,1.273788929E0
1.864624398E2,4.296934128E0,1.385110378E0,1.241874456E0
1.864649457E2,4.224933624E0,1.241110444E0,1.262874603E0
1.864674513E2,4.191617966E0,1.131624222E0,1.331681728E0
1.864699572E2,4.091973305E0,1.039886236E0,1.279594421E0
1.864724630E2,3.967636108E0,9.184904099E-1,1.180396080E0
1.864749688E2,3.690848351E0,8.612861633E-1,9.931256771E-1
1.864774746E2,3.465659142E0,8.028242588E-1,7.680959702E-1
1.864799805E2,3.296335220E0,7.719587088E-1,4.969882965E-1
1.864824861E2,3.117587090E0,7.395749092E-1,2.385625839E-1
1.864849919E2,2.954582214E0,6.754473448E-1,-1.032824516E-1
1.864874977E2,2.721329689E0,6.829568148E-1,-3.706860542E-1
1.864900036E2,2.514080048E0,6.879863739E-1,-6.467657089E-1
1.864925094E2,2.424304962E0,6.954619884E-1,-9.053192139E-1
1.864950150E2,2.312168121E0,6.968131065E-1,-1.117160797E0
1.864975209E2,2.277805328E0,7.193191051E-1,-1.289151669E0
1.865000266E2,2.252609253E0,6.899346113E-1,-1.370552540E0
1.865025325E2,2.267412186E0,6.765182018E-1,-1.423422813E0
1.865050383E2,2.184404373E0,7.135144472E-1,-1.477671146E0
1.865075440E2,2.199691772E0,6.097954512E-1,-1.363071918E0
1.865100498E2,2.257385254E0,3.168367147E-1,-1.119197845E0
1.865125556E2,2.397477150E0,-1.194242239E-1,-8.737726212E-1
1.865150614E2,2.452376366E0,-7.014242411E-1,-7.666726112E-1
1.865175673E2,2.328293800E0,-1.315703392E0,-8.363065720E-1
1.865200729E2,2.010145187E0,-1.832997084E0,-9.209871292E-1
1.865225787E2,1.639730453E0,-2.133022547E0,-1.109937191E0
1.865250845E2,1.505972862E0,-2.187659502E0,-1.337112427E0
1.865275903E2,1.633796692E0,-2.080897093E0,-1.574415684E0
1.865300961E2,1.917436600E0,-1.818913221E0,-1.841443062E0
1.865326018E2,2.191007614E0,-1.509166956E0,-2.081829071E0
1.865351076E2,2.455941200E0,-1.179676294E0,-2.315732479E0
1.865376135E2,2.682389259E0,-8.755376339E-1,-2.461175919E0
1.865401192E2,2.908920288E0,-5.647399426E-1,-2.599840641E0
1.865426251E2,3.059196472E0,-3.230948448E-1,-2.694182873E0
1.865451307E2,3.167928696E0,-1.166958809E-1,-2.825938225E0
1.865476365E2,3.345149040E0,3.790616989E-2,-2.949383259E0
1.865501424E2,3.616476059E0,1.768255234E-1,-3.094721317E0
1.865526481E2,3.916884422E0,3.013311625E-1,-3.163075447E0
1.865551540E2,4.258924484E0,3.919162750E-1,-3.183796883E0
1.865576596E2,4.534918785E0,4.273576736E-1,-3.147557259E0
1.865601654E2,4.794973373E0,3.738588095E-1,-3.098906994E0
1.865626713E2,4.998903275E0,1.673141718E-1,-3.019777775E0
1.865651771E2,5.132183075E0,-1.415710449E-1,-2.937063217E0
1.865676829E2,5.139028549E0,-5.298500061E-1,-2.930003643E0
1.865701885E2,5.067803383E0,-8.919346333E-1,-2.950415134E0
1.865726944E2,4.844799042E0,-1.183862209E0,-3.065371513E0
1.865752001E2,4.461337090E0,-1.309002876E0,-3.234299183E0
1.865777059E2,3.937656403E0,-1.234855652E0,-3.424791336E0
1.865802117E2,3.310665131E0,-1.016657829E0,-3.659347057E0
1.865827176E2,2.718415260E0,-7.366712093E-1,-3.895089626E0
1.865852232E2,2.176596642E0,-5.033402443E-1,-4.201183319E0
1.865877290E2,1.724841118E0,-3.764739037E-1,-4.516911507E0
1.865902348E2,1.330710411E0,-3.730959892E-1,-4.832293034E0
1.865927406E2,9.444036484E-1,-3.753108978E-1,-5.092267990E0
1.865952463E2,6.384439468E-1,-4.210770130E-1,-5.313482285E0
1.865977521E2,3.823938370E-1,-4.780769348E-1,-5.493482590E0
1.866002579E2,1.342439651E-1,-5.793237686E-1,-5.583679199E0
1.866027637E2,-1.056737900E-1,-6.863908768E-1,-5.583878517E0
1.866052696E2,-2.660455704E-1,-7.869997025E-1,-5.565276146E0
1.866077754E2,-4.061794281E-1,-8.675663471E-1,-5.555634022E0
1.866102810E2,-4.433345795E-1,-9.955894947E-1,-5.500177860E0
1.866127869E2,-5.532507896E-1,-1.113995552E0,-5.401358128E0
1.866152926E2,-6.379032135E-1,-1.281764030E0,-5.226119518E0
1.866177985E2,-6.825227737E-1,-1.376686573E0,-5.038862228E0
1.866203043E2,-7.526097298E-1,-1.483246803E0,-4.698389530E0
1.866228099E2,-7.725901604E-1,-1.582450151E0,-4.316258907E0
1.866253158E2,-7.543568611E-1,-1.745136261E0,-3.903799057E0
1.866278216E2,-7.358250618E-1,-1.888338566E0,-3.457335949E0
1.866303274E2,-6.700024605E-1,-2.041373253E0,-2.942078114E0
1.866328332E2,-5.094285011E-1,-2.190018415E0,-2.520230770E0
1.866353389E2,-3.130207062E-1,-2.361923218E0,-2.137176991E0
1.866378447E2,-1.054983139E-1,-2.531881809E0,-1.778298855E0
1.866403506E2,4.992103577E-2,-2.699436903E0,-1.358519077E0
1.866428563E2,2.034006119E-1,-2.861158848E0,-9.170303345E-1
1.866453622E2,3.140449524E-1,-3.023519993E0,-5.516328812E-1
1.866478678E2,4.143085480E-1,-3.160077333E0,-2.304797173E-1
1.866503736E2,5.503587723E-1,-3.298977613E0,6.142044067E-2
1.866528794E2,6.234426498E-1,-3.336013079E0,2.242112160E-1
1.866553853E2,7.318201065E-1,-3.437054634E0,3.774476051E-1
1.866578911E2,8.487529755E-1,-3.495137215E0,5.956125259E-1
1.866603967E2,1.082578659E0,-3.594539165E0,6.958756447E-1
1.866629026E2,1.198963165E0,-3.575406075E0,5.107593536E-1
1.866654084E2,1.234946251E0,-3.560213566E0,3.335494995E-1
1.866679142E2,1.376817703E0,-3.541327953E0,2.505655289E-1
1.866704200E2,1.542721748E0,-3.526087761E0,2.039852142E-1
1.866729257E2,1.656164169E0,-3.506242037E0,1.939420700E-1
1.866754315E2,1.761944771E0,-3.426322460E0,2.489156723E-1
1.866779373E2,1.816424370E0,-3.297585487E0,3.597698212E-1
1.866804431E2,1.884348869E0,-3.125633717E0,4.674377441E-1
1.866829487E2,1.998605728E0,-3.024175406E0,5.846762657E-1
1.866854548E2,2.053613663E0,-2.862724304E0,6.933732033E-1
1.866879604E2,1.987590790E0,-2.715264797E0,7.092027664E-1
1.866904662E2,1.932572365E0,-2.514027834E0,6.550798416E-1
1.866929720E2,1.791448593E0,-2.289781809E0,6.612687111E-1
1.866954777E2,1.672178268E0,-2.133184671E0,6.675214767E-1
1.866979835E2,1.474811554E0,-1.959308386E0,5.777893066E-1
1.867004894E2,1.302737236E0,-1.795933008E0,4.206275940E-1
1.867029951E2,1.207888603E0,-1.615262032E0,2.884926796E-1
1.867055010E2,1.048522949E0,-1.449313164E0,1.643490791E-1
1.867080068E2,8.376579285E-1,-1.343589544E0,-8.512973785E-2
1.867105124E2,7.180423737E-1,-1.209077597E0,-2.560811043E-1
1.867130183E2,6.190290451E-1,-1.140750647E0,-5.336427689E-1
1.867155241E2,6.270942688E-1,-1.008160353E0,-7.413721085E-1
1.867180299E2,6.165208817E-1,-8.741102219E-1,-8.767848015E-1
1.867205357E2,5.949764252E-1,-7.541644573E-1,-9.605464935E-1
1.867230416E2,6.445159912E-1,-5.622208118E-1,-1.111376762E0
1.867255471E2,6.563444138E-1,-3.424861431E-1,-1.316826344E0
1.867280529E2,8.477544785E-1,-3.957009315E-2,-1.580372810E0
1.867305588E2,7.682924271E-1,7.255625725E-2,-1.582538605E0
1.867330646E2,5.632495880E-1,1.270542145E-1,-1.485015869E0
1.867355702E2,3.713893890E-1,2.257550955E-1,-1.366662502E0
1.867380761E2,2.795858383E-1,3.680884838E-1,-1.341224194E0
1.867405818E2,1.574878693E-1,4.327173233E-1,-1.297418118E0
1.867430877E2,5.560493469E-2,4.996101856E-1,-1.136757374E0
1.867455936E2,-5.588531494E-4,5.773874521E-1,-9.207601547E-1
1.867480993E2,-6.879806519E-3,5.959634781E-1,-7.169289589E-1
1.867506051E2,-8.932685852E-2,6.829313040E-1,-4.832077026E-1
1.867531109E2,-1.371574402E-1,6.834450960E-1,-1.789708138E-1
1.867556168E2,-1.374053955E-1,6.484113932E-1,9.982872009E-2
1.867581225E2,-1.771278381E-1,6.290222406E-1,3.754639626E-1
1.867606284E2,-1.633281708E-1,6.195273399E-1,6.310329437E-1
1.867631340E2,-1.868572235E-1,6.320980787E-1,9.225325584E-1
1.867656399E2,-2.491221428E-1,6.045429707E-1,1.127403021E0
1.867681456E2,-4.069981575E-1,7.821977139E-1,1.253878593E0
1.867706515E2,-3.401718140E-1,6.484377384E-1,1.419427156E0
1.867731571E2,-3.853306770E-1,6.094300747E-1,1.560237646E0
1.867756629E2,-4.725294113E-1,6.487905979E-1,1.629911184E0
1.867781688E2,-5.632085800E-1,7.050032616E-1,1.711300135E0
1.867806746E2,-6.869182587E-1,7.373844385E-1,1.789587259E0
1.867831804E2,-8.751859665E-1,7.319396734E-1,1.854758501E0
1.867856860E2,-9.885225296E-1,8.303260803E-1,1.959504604E0
1.867881919E2,-1.052574635E0,8.397759199E-1,2.033779144E0
1.867906977E2,-1.077741146E0,8.813940287E-1,2.026863575E0
1.867932035E2,-1.174695492E0,8.140205145E-1,2.137243509E0
1.867957093E2,-1.252343655E0,8.373277187E-1,2.158891678E0
1.867982150E2,-1.377170086E0,8.280875683E-1,2.221540451E0
1.868007208E2,-1.527868748E0,8.339610100E-1,2.310510874E0
1.868032267E2,-1.681462765E0,8.488258123E-1,2.412425756E0
1.868057324E2,-1.855705261E0,9.136104584E-1,2.507594347E0
1.868082383E2,-2.098050117E0,9.085922241E-1,2.525973558E0
1.868107439E2,-2.271408081E0,9.302624464E-1,2.541798115E0
1.868132500E2,-2.459916115E0,1.011622667E0,2.573475838E0
1.868157556E2,-2.623207092E0,1.119579315E0,2.604108810E0
1.868182614E2,-2.819440365E0,1.104545712E0,2.586847305E0
1.868207672E2,-3.031874657E0,1.154617548E0,2.572952747E0
1.868232728E2,-3.256983280E0,1.259588718E0,2.591674328E0
1.868257787E2,-3.472057819E0,1.336439371E0,2.599569321E0
1.868282845E2,-3.638902664E0,1.360573053E0,2.539057732E0
1.868307903E2,-3.702855110E0,1.379605651E0,2.517072916E0
1.868332961E2,-3.720021725E0,1.376610160E0,2.588953733E0
1.868358019E2,-3.983294487E0,1.486306310E0,2.546962738E0
1.868383076E2,-4.108072281E0,1.592874765E0,2.466773272E0
1.868408134E2,-4.177086353E0,1.592855930E0,2.421759129E0
1.868433192E2,-4.297096252E0,1.623888850E0,2.426853180E0
1.868458250E2,-4.293130875E0,1.690865159E0,2.352011442E0
1.868483308E2,-4.349638462E0,1.786103368E0,2.223826885E0
1.868508365E2,-4.414731026E0,1.832119465E0,2.180812836E0
1.868533423E2,-4.475036621E0,1.807548285E0,2.187205076E0
1.868558481E2,-4.572976112E0,1.754583240E0,2.278285503E0
1.868583539E2,-4.716970444E0,1.671482205E0,2.495197058E0
1.868608598E2,-4.732599258E0,1.571554780E0,2.754733562E0
1.868633654E2,-4.861595154E0,1.547569633E0,2.706732750E0
1.868658712E2,-4.806220055E0,1.619383693E0,2.429651260E0
1.868683770E2,-4.751152039E0,1.635439634E0,2.370579243E0
1.868708828E2,-4.677341461E0,1.679736972E0,2.351035357E0
1.868733887E2,-4.643217087E0,1.647564054E0,2.343924284E0
1.868758943E2,-4.629250050E0,1.640520811E0,2.312908173E0
1.868784001E2,-4.562179089E0,1.667521238E0,2.221897125E0
1.868809059E2,-4.563710690E0,1.713924527E0,2.192301512E0
1.868834117E2,-4.587685585E0,1.691875815E0,2.192345858E0
1.868859176E2,-4.560638905E0,1.751294732E0,2.070869923E0
1.868884232E2,-4.540309906E0,1.795287967E0,1.837797403E0
1.868909291E2,-4.535153866E0,1.822270513E0,1.756909847E0
1.868934348E2,-4.549218655E0,1.908219576E0,1.813969851E0
1.868959407E2,-4.437020302E0,1.998403072E0,1.768192291E0
1.868984466E2,-4.424974442E0,2.036307335E0,1.761247158E0
1.869009522E2,-4.392991066E0,2.115046024E0,1.829862833E0
1.869034580E2,-4.304903030E0,2.167927742E0,1.712980270E0
1.869059639E2,-4.219177246E0,2.190295219E0,1.652751207E0
1.869084696E2,-4.073041916E0,2.209098816E0,1.649873734E0
1.869109755E2,-3.865743160E0,2.245377064E0,1.660106182E0
1.869134811E2,-3.685744286E0,2.250201225E0,1.598241568E0
1.869159870E2,-3.556738853E0,2.306179047E0,1.754233837E0
1.869184928E2,-3.395843983E0,2.282006264E0,1.900210619E0
1.869209986E2,-3.115360737E0,2.267923832E0,1.970747948E0
1.869235044E2,-2.866522789E0,2.300653934E0,2.030659437E0
1.869260100E2,-2.589258671E0,2.311442852E0,2.169976234E0
1.869285159E2,-2.340595722E0,2.315980434E0,2.193681479E0
1.869310217E2,-2.039896011E0,2.323330164E0,2.234630823E0
1.869335275E2,-1.814758778E0,2.319357395E0,2.296159506E0
1.869360333E2,-1.561439514E0,2.337434292E0,2.183367729E0
1.869385390E2,-1.241535664E0,2.348334789E0,2.213329077E0
1.869410448E2,-9.596323967E-1,2.394748449E0,2.337400198E0
1.869435507E2,-6.387810707E-1,2.503783703E0,2.362251043E0
1.869460564E2,-3.016467094E-1,2.627429008E0,2.389852047E0
1.869485623E2,3.107738495E-2,2.688420296E0,2.333451271E0
1.869510679E2,4.078664780E-1,2.730886698E0,2.273741007E0
1.869535738E2,7.513790131E-1,2.769044876E0,2.273212910E0
1.869560795E2,1.105121136E0,2.859678984E0,2.150707245E0
1.869585854E2,1.367341518E0,2.895180702E0,2.059484005E0
1.869610910E2,1.690453529E0,2.955173016E0,1.929251194E0
1.869635971E2,1.993789196E0,3.053378105E0,1.804445505E0
1.869661027E2,2.360063076E0,3.135737419E0,1.821999073E0
1.869686085E2,2.653651714E0,3.155855656E0,1.823872089E0
1.869711143E2,2.981173038E0,3.201036692E0,1.733037710E0
1.869736201E2,3.372926712E0,3.192504883E0,1.473187208E0
1.869761258E2,3.740841389E0,3.202313423E0,1.180665493E0
1.869786316E2,4.060767651E0,3.202799797E0,1.014126778E0
1.869811374E2,4.381706715E0,3.221731663E0,9.310884476E-1
1.869836432E2,4.591628075E0,3.178233624E0,8.361837864E-1
1.869861490E2,4.708615780E0,3.051838636E0,6.965918541E-1
1.869886549E2,4.892987728E0,2.900926352E0,5.481438637E-1
1.869911605E2,5.079757214E0,2.820045710E0,2.353825569E-1
1.869936663E2,5.123729706E0,2.745631933E0,-1.268386841E-3
1.869961721E2,5.088749409E0,2.640980721E0,1.979827881E-2
1.869986779E2,5.038683414E0,2.379721165E0,-2.799749374E-2
1.870011838E2,4.911181450E0,2.164113998E0,-6.969070435E-2
1.870036894E2,4.627971172E0,1.926721931E0,-1.024036407E-1
1.870061953E2,4.337891579E0,1.730422020E0,-2.814989090E-1
1.870087011E2,4.033818245E0,1.507082820E0,-2.613949776E-1
1.870112069E2,3.668099403E0,1.339061975E0,-2.335724831E-1
1.870137125E2,3.323861122E0,1.149471998E0,-3.114800453E-1
1.870162183E2,3.023765564E0,1.005187035E0,-4.076876640E-1
1.870187241E2,2.798773289E0,8.587720394E-1,-5.411467552E-1
1.870212300E2,2.717754364E0,6.854567528E-1,-6.604237556E-1
1.870237358E2,2.534155369E0,5.783493519E-1,-6.457233429E-1
1.870262416E2,2.413391113E0,5.200397968E-1,-5.621185303E-1
1.870287473E2,2.440499306E0,4.939584732E-1,-4.726018906E-1
1.870312531E2,2.574669838E0,5.182445049E-1,-3.746027946E-1
1.870337590E2,2.620441437E0,5.132262707E-1,-1.828603745E-1
1.870362647E2,2.707804680E0,6.071016788E-1,4.017162323E-2
1.870387706E2,2.867624760E0,8.424849510E-1,3.418560028E-1
1.870412762E2,3.020268917E0,1.014312506E0,5.706582069E-1
1.870437820E2,3.150053024E0,1.165185928E0,9.039602280E-1
1.870462878E2,3.290205956E0,1.395767570E0,1.345730782E0
1.870487937E2,3.558115005E0,1.707854152E0,1.588922024E0
1.870512993E2,3.711755753E0,1.921399713E0,1.732668638E0
1.870538051E2,3.778591156E0,2.093136311E0,1.796564817E0
1.870563110E2,3.859748363E0,2.371934175E0,1.688097954E0
1.870588167E2,3.915198326E0,2.382984877E0,1.586888075E0
1.870613226E2,4.150995731E0,2.403260469E0,1.582272291E0
1.870638282E2,4.221011162E0,2.392651558E0,1.468034506E0
1.870663340E2,4.104780197E0,2.436416388E0,1.329861403E0
1.870688399E2,3.937790871E0,2.507378340E0,1.284595013E0
1.870713457E2,3.603343964E0,2.528763056E0,1.130147457E0
1.870738515E2,3.131689072E0,2.588165045E0,8.577613831E-1
1.870763571E2,2.552031517E0,2.440522671E0,6.804103851E-1
1.870788632E2,1.899085999E0,2.321334124E0,3.839292526E-1
1.870813688E2,1.198729515E0,2.113770008E0,-3.553915024E-2
1.870838747E2,4.356470108E-1,2.092482090E0,-8.118238449E-1
1.870863805E2,-4.820046425E-1,1.098017812E0,-1.314037800E0
1.870888861E2,-1.304541111E0,-2.248716354E-1,-1.647011757E0
1.870913919E2,-1.948284149E0,-1.478254318E0,-1.893032551E0
1.870938978E2,-2.255601883E0,-2.652341127E0,-2.239866257E0
1.870964035E2,-2.530796528E0,-3.697426796E0,-2.530204296E0
1.870989094E2,-2.167949677E0,-4.205813408E0,-2.883879185E0
1.871014150E2,-1.534425735E0,-4.458363533E0,-3.290128231E0
1.871039208E2,-7.945384979E-1,-4.340082169E0,-3.544850349E0
1.871064267E2,4.061603546E-2,-4.238449097E0,-3.757756710E0
1.871089324E2,1.404954910E0,-3.843417883E0,-4.244286537E0
1.871114383E2,3.045573235E0,-3.572837114E0,-4.674379826E0
1.871139441E2,4.869862556E0,-3.469591618E0,-5.015973091E0
1.871164499E2,6.840245247E0,-3.434751987E0,-5.131646156E0
1.871189555E2,8.540217400E0,-3.429763317E0,-4.983578682E0
1.871214614E2,9.959486961E0,-3.724655151E0,-4.666387558E0
1.871239672E2,1.041635418E1,-4.547647476E0,-4.269431114E0
1.871264730E2,9.695717812E0,-5.911703110E0,-3.732106209E0
1.871289786E2,7.306717873E0,-7.310372353E0,-3.028302193E0
1.871314845E2,4.477463722E0,-8.328591347E0,-2.412365913E0
1.871339903E2,1.865018845E0,-8.756117821E0,-2.244302750E0
1.871364961E2,-2.926158905E-2,-8.495778084E0,-2.265332699E0
1.871390020E2,-1.296094894E0,-8.308878899E0,-2.465046883E0
1.871415076E2,-2.078873634E0,-8.030359268E0,-2.683461666E0
1.871440134E2,-2.258631229E0,-7.863622665E0,-2.817823410E0
1.871465192E2,-2.078405857E0,-7.875167847E0,-2.831883430E0
1.871490251E2,-1.945568562E0,-7.795637131E0,-2.731100559E0
1.871515309E2,-1.845274925E0,-7.527789116E0,-2.427678585E0
1.871540365E2,-1.878538609E0,-7.028117180E0,-1.899134159E0
1.871565424E2,-1.823551655E0,-6.298354149E0,-1.248488903E0
1.871590481E2,-1.804282188E0,-5.659818649E0,-6.818370819E-1
1.871615540E2,-1.762739658E0,-5.131720543E0,-2.289824486E-1
1.871640598E2,-1.670081139E0,-4.834804535E0,7.113790512E-2
1.871665655E2,-1.561882019E0,-4.749857903E0,1.364984512E-1
1.871690713E2,-1.499826431E0,-4.745066643E0,-1.401233673E-2
1.871715771E2,-1.470123768E0,-4.747866631E0,-2.190694809E-1
1.871740829E2,-1.459931374E0,-4.692004204E0,-4.808759689E-1
1.871765888E2,-1.476962566E0,-4.657342911E0,-8.398118019E-1
1.871790944E2,-1.739961624E0,-4.697246075E0,-1.024507999E0
1.871816002E2,-2.087977886E0,-4.731537819E0,-1.456665993E0
1.871841061E2,-2.190216064E0,-4.778997898E0,-1.840541840E0
1.871866118E2,-2.175317764E0,-4.816818237E0,-2.166556835E0
1.871891177E2,-2.103390217E0,-4.881051540E0,-2.421723843E0
1.871916233E2,-2.009142399E0,-4.913826942E0,-2.676704407E0
1.871941291E2,-1.883053780E0,-4.937094688E0,-2.805237770E0
1.871966350E2,-1.673885822E0,-4.960107803E0,-2.872857571E0
1.871991407E2,-1.505393982E0,-4.927203178E0,-3.073872566E0
1.872016466E2,-1.395401001E0,-4.802268505E0,-3.293224335E0
1.872041522E2,-1.249216557E0,-4.638121128E0,-3.445192814E0
1.872066580E2,-1.198861122E0,-4.390510559E0,-3.601187229E0
1.872091639E2,-1.171413422E0,-4.117454052E0,-3.566875935E0
1.872116697E2,-1.038762093E0,-3.772186995E0,-3.648698807E0
1.872141755E2,-1.082952023E0,-3.382320881E0,-3.640503407E0
1.872166811E2,-1.071376801E0,-3.000920534E0,-3.836627960E0
1.872191870E2,-9.263739586E-1,-2.603689194E0,-3.773700237E0
1.872216928E2,-1.115057468E0,-2.131296873E0,-3.682812691E0
1.872241986E2,-1.156691074E0,-1.689332724E0,-3.665892124E0
1.872267044E2,-1.084101677E0,-1.220824718E0,-3.578616142E0
1.872292100E2,-1.043752193E0,-8.057293892E-1,-3.337059975E0
1.872317159E2,-1.243155956E0,-3.434531689E-1,-3.165075302E0
1.872342217E2,-9.798417091E-1,7.918596268E-3,-3.047459126E0
1.872367275E2,-1.100438595E0,1.914231777E-1,-2.691400051E0
1.872392333E2,-1.411635399E0,4.750769138E-1,-2.118075848E0
1.872417392E2,-1.503464222E0,6.400928497E-1,-1.669011116E0
1.872442448E2,-1.483478069E0,7.174212933E-1,-1.309242725E0
1.872467506E2,-1.363955498E0,7.991349697E-1,-1.063264370E0
1.872492564E2,-1.177294254E0,7.959442139E-1,-1.063756466E0
1.872517622E2,-1.049172878E0,6.635208130E-1,-8.493800163E-1
1.872542681E2,-8.613657951E-1,5.120348930E-1,-5.225892067E-1
1.872567737E2,-4.230036736E-1,3.259441853E-1,-2.923707962E-1
1.872592795E2,-9.466075897E-2,1.487345695E-1,-1.931109428E-1
1.872617853E2,1.327457428E-1,2.384781837E-2,-1.868424416E-1
1.872642911E2,3.624019623E-1,-8.631753922E-2,-1.204252243E-1
